"Environment","Genotype","Block","Season","Grain_yield"
"S. Rai. das Mangabeiras","54","1","2","7.68"
"S. Rai. das Mangabeiras","55","1","2","7.84"
"S. Rai. das Mangabeiras","56","1","2","7.55"
"S. Rai. das Mangabeiras","57","1","2","8.74"
"S. Rai. das Mangabeiras","58","1","2","8.00"
"S. Rai. das Mangabeiras","59","1","2","9.15"
"S. Rai. das Mangabeiras","60","1","2","9.64"
"S. Rai. das Mangabeiras","61","1","2","8.51"
"S. Rai. das Mangabeiras","62","1","2","8.17"
"S. Rai. das Mangabeiras","63","1","2","8.6"
"S. Rai. das Mangabeiras","64","1","2","9.11"
"S. Rai. das Mangabeiras","1","2","2","9.83"
"S. Rai. das Mangabeiras","9","2","2","8.27"
"S. Rai. das Mangabeiras","17","2","2","8.97"
"S. Rai. das Mangabeiras","25","2","2","8.38"
"S. Rai. das Mangabeiras","33","2","2","7.13"
"S. Rai. das Mangabeiras","41","2","2","7.43"
"S. Rai. das Mangabeiras","49","2","2","9.00"
"S. Rai. das Mangabeiras","57","2","2","8.74"
"S. Rai. das Mangabeiras","2","2","2","9.05"
"S. Rai. das Mangabeiras","10","2","2","7.68"
"S. Rai. das Mangabeiras","18","2","2","8.77"
"S. Rai. das Mangabeiras","26","2","2","11.08"
"S. Rai. das Mangabeiras","34","2","2","9.3"
"S. Rai. das Mangabeiras","42","2","2","9.03"
"S. Rai. das Mangabeiras","50","2","2","7.1"
"S. Rai. das Mangabeiras","58","2","2","7.34"
"S. Rai. das Mangabeiras","3","2","2","9.51"
"S. Rai. das Mangabeiras","11","2","2","8.6"
"S. Rai. das Mangabeiras","19","2","2","8.8"
"S. Rai. das Mangabeiras","27","2","2","9.00"
"S. Rai. das Mangabeiras","35","2","2","9.67"
"S. Rai. das Mangabeiras","43","2","2","8.47"
"S. Rai. das Mangabeiras","51","2","2","7.52"
"S. Rai. das Mangabeiras","59","2","2","10.9"
"S. Rai. das Mangabeiras","4","2","2","8.69"
"S. Rai. das Mangabeiras","12","2","2","9.7"
"S. Rai. das Mangabeiras","20","2","2","9.82"
"S. Rai. das Mangabeiras","28","2","2","7.2"
"S. Rai. das Mangabeiras","36","2","2","6.6"
"S. Rai. das Mangabeiras","44","2","2","8.78"
"S. Rai. das Mangabeiras","52","2","2","6.83"
"S. Rai. das Mangabeiras","60","2","2","8.5"
"S. Rai. das Mangabeiras","5","2","2","8.1"
"S. Rai. das Mangabeiras","13","2","2","7.83"
"S. Rai. das Mangabeiras","21","2","2","8.81"
"S. Rai. das Mangabeiras","29","2","2","8.07"
"S. Rai. das Mangabeiras","37","2","2","7.3"
"S. Rai. das Mangabeiras","45","2","2","9.27"
"S. Rai. das Mangabeiras","53","2","2","10.73"
"S. Rai. das Mangabeiras","61","2","2","9.37"
"S. Rai. das Mangabeiras","6","2","2","8.13"
"S. Rai. das Mangabeiras","14","2","2","8.5"
"S. Rai. das Mangabeiras","22","2","2","9.33"
"S. Rai. das Mangabeiras","30","2","2","8.53"
"S. Rai. das Mangabeiras","38","2","2","8.87"
"S. Rai. das Mangabeiras","46","2","2","8.47"
"S. Rai. das Mangabeiras","54","2","2","8.27"
"S. Rai. das Mangabeiras","62","2","2","9.1"
"S. Rai. das Mangabeiras","7","2","2","7.71"
"S. Rai. das Mangabeiras","15","2","2","8.85"
"S. Rai. das Mangabeiras","23","2","2","8.36"
"S. Rai. das Mangabeiras","31","2","2","10.43"
"S. Rai. das Mangabeiras","39","2","2","7.77"
"S. Rai. das Mangabeiras","47","2","2","8.77"
"S. Rai. das Mangabeiras","55","2","2","6.7"
"S. Rai. das Mangabeiras","63","2","2","9.27"
"S. Rai. das Mangabeiras","8","2","2","7.75"
"S. Rai. das Mangabeiras","16","2","2","9.53"
"S. Rai. das Mangabeiras","24","2","2","7.43"
"S. Rai. das Mangabeiras","32","2","2","9.7"
"S. Rai. das Mangabeiras","40","2","2","9.06"
"S. Rai. das Mangabeiras","48","2","2","7.96"
"S. Rai. das Mangabeiras","56","2","2","9.33"
"S. Rai. das Mangabeiras","64","2","2","11.37"
"Vilhena","1","1","2","3.19"
"Vilhena","2","1","2","3.86"
"Vilhena","3","1","2","4.31"
"Vilhena","4","1","2","3.03"
"Vilhena","5","1","2","3.9"
"Vilhena","6","1","2","4.16"
"Vilhena","7","1","2","5.04"
"Vilhena","8","1","2","3.66"
"Vilhena","9","1","2","2.48"
"Vilhena","10","1","2","3.63"
"Vilhena","11","1","2","3.11"
"Vilhena","12","1","2","3.3"
"Vilhena","13","1","2","2.75"
"Vilhena","14","1","2","4.3"
"Vilhena","15","1","2","3.43"
"Vilhena","16","1","2","5.05"
"Vilhena","17","1","2","4.69"
"Vilhena","18","1","2","4.43"
"Vilhena","19","1","2","3.25"
"Vilhena","20","1","2","3.66"
"Vilhena","21","1","2","3.94"
"Vilhena","22","1","2","4.42"
"Vilhena","23","1","2","3.02"
"Vilhena","24","1","2","4.78"
"Vilhena","25","1","2","3.76"
"Vilhena","26","1","2","4.03"
"Vilhena","27","1","2","4.89"
"Vilhena","28","1","2","3.89"
"Vilhena","29","1","2","4.44"
"Vilhena","30","1","2","3.94"
"Vilhena","31","1","2","3.78"
"Vilhena","32","1","2","4.04"
"Vilhena","33","1","2","4.7"
"Vilhena","34","1","2","4.38"
"Vilhena","35","1","2","3.36"
"Vilhena","36","1","2","4.06"
"Vilhena","37","1","2","4.6"
"Vilhena","38","1","2","3.66"
"Vilhena","39","1","2","4.23"
"Vilhena","40","1","2","4.8"
"Vilhena","41","1","2","3.48"
"Vilhena","42","1","2","4.48"
"Vilhena","43","1","2","4.00"
"Vilhena","44","1","2","4.24"
"Vilhena","45","1","2","4.43"
"Vilhena","46","1","2","4.63"
"Vilhena","47","1","2","3.85"
"Vilhena","48","1","2","4.9"
"Vilhena","49","1","2","5.03"
"Vilhena","50","1","2","4.46"
"Vilhena","51","1","2","4.42"
"Vilhena","52","1","2","3.55"
"Vilhena","53","1","2","5.58"
"Vilhena","54","1","2","4.61"
"Vilhena","55","1","2","4.14"
"Vilhena","56","1","2","3.8"
"Vilhena","57","1","2","4.24"
"Vilhena","58","1","2","3.95"
"Vilhena","59","1","2","3.94"
"Vilhena","60","1","2","3.54"
"Vilhena","61","1","2","4.58"
"Vilhena","62","1","2","4.69"
"Vilhena","63","1","2","3.61"
"Vilhena","64","1","2","4.34"
"Vilhena","1","2","2","3.66"
"Vilhena","9","2","2","3.34"
"Vilhena","17","2","2","5.38"
"Vilhena","25","2","2","2.71"
"Vilhena","33","2","2","3.87"
"Vilhena","41","2","2","3.97"
"Vilhena","49","2","2","4.65"
"Vilhena","57","2","2","3.91"
"Vilhena","2","2","2","3.65"
"Vilhena","10","2","2","4.00"
"Vilhena","18","2","2","4.67"
"Vilhena","26","2","2","3.81"
"Vilhena","34","2","2","3.83"
"Vilhena","42","2","2","4.01"
"Vilhena","50","2","2","4.79"
"Vilhena","58","2","2","3.83"
"Vilhena","3","2","2","4.6"
"Vilhena","11","2","2","3.79"
"Vilhena","19","2","2","3.31"
"Vilhena","27","2","2","3.9"
"Vilhena","35","2","2","2.57"
"Vilhena","43","2","2","3.91"
"Vilhena","51","2","2","3.85"
"Vilhena","59","2","2","3.83"
"Vilhena","4","2","2","3.89"
"Vilhena","12","2","2","3.93"
"Vilhena","20","2","2","4.85"
"Vilhena","28","2","2","3.87"
"Vilhena","36","2","2","3.65"
"Vilhena","44","2","2","3.7"
"Vilhena","52","2","2","3.75"
"Vilhena","60","2","2","3.54"
"Vilhena","5","2","2","3.83"
"Vilhena","13","2","2","3.56"
"Vilhena","21","2","2","4.62"
"Vilhena","29","2","2","4.54"
"Vilhena","37","2","2","3.45"
"Vilhena","45","2","2","4.71"
"Vilhena","53","2","2","5.1"
"Vilhena","61","2","2","4.00"
"Vilhena","6","2","2","4.5"
"Vilhena","14","2","2","3.27"
"Vilhena","22","2","2","4.54"
"Vilhena","30","2","2","3.66"
"Vilhena","38","2","2","3.52"
"Vilhena","46","2","2","4.06"
"Vilhena","54","2","2","4.68"
"Vilhena","62","2","2","4.75"
"Vilhena","7","2","2","4.71"
"Vilhena","15","2","2","3.63"
"Vilhena","23","2","2","4.68"
"Vilhena","31","2","2","3.62"
"Vilhena","39","2","2","4.78"
"Vilhena","47","2","2","3.83"
"Vilhena","55","2","2","4.95"
"Vilhena","63","2","2","4.34"
"Vilhena","8","2","2","4.37"
"Vilhena","16","2","2","5.61"
"Vilhena","24","2","2","4.65"
"Vilhena","32","2","2","4.81"
"Vilhena","40","2","2","4.37"
"Vilhena","48","2","2","4.21"
"Vilhena","56","2","2","4.15"
"Vilhena","64","2","2","3.78"
"Sinop 02","1","1","2","3.98"
"Sinop 02","2","1","2","4.36"
"Sinop 02","3","1","2","3.95"
"Sinop 02","4","1","2","3.86"
"Sinop 02","5","1","2","5.04"
"Sinop 02","6","1","2","4.42"
"Sinop 02","7","1","2","4.17"
"Sinop 02","8","1","2","3.65"
"Sinop 02","9","1","2","4.6"
"Sinop 02","10","1","2","4.04"
"Sinop 02","11","1","2","5.01"
"Sinop 02","12","1","2","3.6"
"Sinop 02","13","1","2","4.9"
"Sinop 02","14","1","2","4.81"
"Sinop 02","15","1","2","4.87"
"Sinop 02","16","1","2","6.02"
"Sinop 02","17","1","2","4.23"
"Sinop 02","18","1","2","4.26"
"Sinop 02","19","1","2","4.6"
"Sinop 02","20","1","2","5.55"
"Sinop 02","21","1","2","4.66"
"Sinop 02","22","1","2","6.8"
"Sinop 02","23","1","2","5.27"
"Sinop 02","24","1","2","4.46"
"Sinop 02","25","1","2","4.56"
"Sinop 02","26","1","2","3.34"
"Sinop 02","27","1","2","4.89"
"Sinop 02","28","1","2","5.13"
"Sinop 02","29","1","2","4.57"
"Sinop 02","30","1","2","4.42"
"Sinop 02","31","1","2","5.78"
"Sinop 02","32","1","2","4.95"
"Sinop 02","33","1","2","3.88"
"Sinop 02","34","1","2","5.21"
"Sinop 02","35","1","2","5.45"
"Sinop 02","36","1","2","5.05"
"Sinop 02","37","1","2","4.48"
"Sinop 02","38","1","2","4.53"
"Sinop 02","39","1","2","3.66"
"Sinop 02","40","1","2","4.62"
"Sinop 02","41","1","2","3.55"
"Sinop 02","42","1","2","4.01"
"Sinop 02","43","1","2","3.85"
"Sinop 02","44","1","2","4.26"
"Sinop 02","45","1","2","5.88"
"Sinop 02","46","1","2","4.8"
"Sinop 02","47","1","2","5.25"
"Sinop 02","48","1","2","4.69"
"Sinop 02","49","1","2","5.21"
"Sinop 02","50","1","2","5.85"
"Sinop 02","51","1","2","4.21"
"Sinop 02","52","1","2","5.43"
"Sinop 02","53","1","2","5.59"
"Sinop 02","54","1","2","5.28"
"Sinop 02","55","1","2","3.75"
"Sinop 02","56","1","2","3.86"
"Sinop 02","57","1","2","3.8"
"Sinop 02","58","1","2","3.41"
"Sinop 02","59","1","2","3.58"
"Sinop 02","60","1","2","3.00"
"Sinop 02","61","1","2","5.16"
"Sinop 02","62","1","2","4.51"
"Sinop 02","63","1","2","3.98"
"Sinop 02","64","1","2","4.91"
"Sinop 02","1","2","2","5.2"
"Sinop 02","9","2","2","5.00"
"Sinop 02","17","2","2","5.1"
"Sinop 02","25","2","2","3.68"
"Sinop 02","33","2","2","4.64"
"Sinop 02","41","2","2","4.02"
"Sinop 02","49","2","2","4.13"
"Sinop 02","57","2","2","4.14"
"Sinop 02","2","2","2","4.25"
"Sinop 02","10","2","2","3.83"
"Sinop 02","18","2","2","3.36"
"Sinop 02","26","2","2","5.22"
"Sinop 02","34","2","2","5.13"
"Sinop 02","42","2","2","3.9"
"Sinop 02","50","2","2","5.33"
"Sinop 02","58","2","2","3.99"
"Sinop 02","3","2","2","5.53"
"Sinop 02","11","2","2","5.49"
"Sinop 02","19","2","2","4.72"
"Sinop 02","27","2","2","4.46"
"Sinop 02","35","2","2","6.76"
"Sinop 02","43","2","2","3.69"
"Sinop 02","51","2","2","3.99"
"Sinop 02","59","2","2","4.49"
"Sinop 02","4","2","2","2.76"
"Sinop 02","12","2","2","2.59"
"Sinop 02","20","2","2","4.69"
"Sinop 02","28","2","2","3.49"
"Sinop 02","36","2","2","3.83"
"Sinop 02","44","2","2","3.81"
"Sinop 02","52","2","2","4.43"
"Sinop 02","60","2","2","3.48"
"Sinop 02","5","2","2","4.14"
"Sinop 02","13","2","2","5.27"
"Sinop 02","21","2","2","4.55"
"Sinop 02","29","2","2","5.06"
"Sinop 02","37","2","2","4.45"
"Sinop 02","45","2","2","4.82"
"Sinop 02","53","2","2","5.42"
"Sinop 02","61","2","2","2.94"
"Sinop 02","6","2","2","5.17"
"Sinop 02","14","2","2","3.84"
"Sinop 02","22","2","2","7.81"
"Sinop 02","30","2","2","4.73"
"Sinop 02","38","2","2","5.74"
"Sinop 02","46","2","2","3.87"
"Sinop 02","54","2","2","4.59"
"Sinop 02","62","2","2","4.93"
"Sinop 02","7","2","2","5.04"
"Sinop 02","15","2","2","3.92"
"Sinop 02","23","2","2","4.69"
"Sinop 02","31","2","2","4.76"
"Sinop 02","39","2","2","3.66"
"Sinop 02","47","2","2","4.23"
"Sinop 02","55","2","2","4.65"
"Sinop 02","63","2","2","3.93"
"Sinop 02","8","2","2","3.71"
"Sinop 02","16","2","2","7.13"
"Sinop 02","24","2","2","5.77"
"Sinop 02","32","2","2","5.62"
"Sinop 02","40","2","2","4.44"
"Sinop 02","48","2","2","4.52"
"Sinop 02","56","2","2","3.89"
"Sinop 02","64","2","2","5.1"
"C. Mourão 02","1","1","2","4.01"
"C. Mourão 02","2","1","2","3.87"
"C. Mourão 02","3","1","2","3.91"
"C. Mourão 02","4","1","2","2.98"
"C. Mourão 02","5","1","2","4.4"
"C. Mourão 02","6","1","2","3.94"
"C. Mourão 02","7","1","2","3.57"
"C. Mourão 02","8","1","2","3.71"
"C. Mourão 02","9","1","2","3.36"
"C. Mourão 02","10","1","2","3.16"
"C. Mourão 02","11","1","2","3.2"
"C. Mourão 02","12","1","2","4.14"
"C. Mourão 02","13","1","2","3.2"
"C. Mourão 02","14","1","2","3.67"
"C. Mourão 02","15","1","2","3.88"
"C. Mourão 02","16","1","2","4.26"
"C. Mourão 02","17","1","2","3.68"
"C. Mourão 02","18","1","2","3.93"
"C. Mourão 02","19","1","2","4.19"
"C. Mourão 02","20","1","2","4.88"
"C. Mourão 02","21","1","2","4.8"
"C. Mourão 02","22","1","2","3.74"
"C. Mourão 02","23","1","2","4.05"
"C. Mourão 02","24","1","2","4.59"
"C. Mourão 02","25","1","2","3.5"
"C. Mourão 02","26","1","2","4.18"
"C. Mourão 02","27","1","2","3.63"
"C. Mourão 02","28","1","2","3.71"
"C. Mourão 02","29","1","2","4.09"
"C. Mourão 02","30","1","2","3.59"
"C. Mourão 02","31","1","2","4.28"
"C. Mourão 02","32","1","2","3.98"
"C. Mourão 02","33","1","2","3.54"
"C. Mourão 02","34","1","2","3.57"
"C. Mourão 02","35","1","2","3.64"
"C. Mourão 02","36","1","2","3.77"
"C. Mourão 02","37","1","2","4.65"
"C. Mourão 02","38","1","2","3.45"
"C. Mourão 02","39","1","2","4.02"
"C. Mourão 02","40","1","2","4.14"
"C. Mourão 02","41","1","2","4.00"
"C. Mourão 02","42","1","2","3.4"
"C. Mourão 02","43","1","2","3.71"
"C. Mourão 02","44","1","2","3.9"
"C. Mourão 02","45","1","2","4.27"
"C. Mourão 02","46","1","2","3.92"
"C. Mourão 02","47","1","2","3.38"
"C. Mourão 02","48","1","2","4.87"
"C. Mourão 02","49","1","2","3.11"
"C. Mourão 02","50","1","2","3.01"
"C. Mourão 02","51","1","2","4.42"
"C. Mourão 02","52","1","2","3.96"
"C. Mourão 02","53","1","2","4.17"
"C. Mourão 02","54","1","2","3.08"
"C. Mourão 02","55","1","2","3.22"
"C. Mourão 02","56","1","2","3.49"
"C. Mourão 02","57","1","2","4.82"
"C. Mourão 02","58","1","2","3.21"
"C. Mourão 02","59","1","2","2.39"
"C. Mourão 02","60","1","2","4.05"
"C. Mourão 02","61","1","2","4.42"
"C. Mourão 02","62","1","2","3.95"
"C. Mourão 02","63","1","2","3.11"
"C. Mourão 02","64","1","2","4.4"
"C. Mourão 02","1","2","2","4.22"
"C. Mourão 02","9","2","2","3.49"
"C. Mourão 02","17","2","2","2.9"
"C. Mourão 02","25","2","2","2.92"
"C. Mourão 02","33","2","2","4.39"
"C. Mourão 02","41","2","2","4.14"
"C. Mourão 02","49","2","2","3.23"
"C. Mourão 02","57","2","2","4.95"
"C. Mourão 02","2","2","2","3.54"
"C. Mourão 02","10","2","2","2.76"
"C. Mourão 02","18","2","2","4.64"
"C. Mourão 02","26","2","2","4.48"
"C. Mourão 02","34","2","2","3.86"
"C. Mourão 02","42","2","2","3.69"
"C. Mourão 02","50","2","2","3.04"
"C. Mourão 02","58","2","2","3.2"
"C. Mourão 02","3","2","2","4.1"
"C. Mourão 02","11","2","2","3.07"
"C. Mourão 02","19","2","2","3.98"
"C. Mourão 02","27","2","2","3.96"
"C. Mourão 02","35","2","2","4.32"
"C. Mourão 02","43","2","2","4.35"
"C. Mourão 02","51","2","2","4.23"
"C. Mourão 02","59","2","2","1.96"
"C. Mourão 02","4","2","2","2.7"
"C. Mourão 02","12","2","2","3.68"
"C. Mourão 02","20","2","2","4.93"
"C. Mourão 02","28","2","2","4.6"
"C. Mourão 02","36","2","2","4.26"
"C. Mourão 02","44","2","2","4.18"
"C. Mourão 02","52","2","2","3.42"
"C. Mourão 02","60","2","2","3.89"
"C. Mourão 02","5","2","2","3.89"
"C. Mourão 02","13","2","2","2.71"
"C. Mourão 02","21","2","2","5.00"
"C. Mourão 02","29","2","2","4.15"
"C. Mourão 02","37","2","2","4.16"
"C. Mourão 02","45","2","2","4.01"
"C. Mourão 02","53","2","2","3.99"
"C. Mourão 02","61","2","2","3.12"
"C. Mourão 02","6","2","2","3.77"
"C. Mourão 02","14","2","2","3.99"
"C. Mourão 02","22","2","2","3.42"
"C. Mourão 02","30","2","2","4.51"
"C. Mourão 02","38","2","2","3.59"
"C. Mourão 02","46","2","2","3.46"
"C. Mourão 02","54","2","2","1.95"
"C. Mourão 02","62","2","2","2.98"
"C. Mourão 02","7","2","2","3.22"
"C. Mourão 02","15","2","2","3.49"
"C. Mourão 02","23","2","2","4.00"
"C. Mourão 02","31","2","2","3.75"
"C. Mourão 02","39","2","2","3.97"
"C. Mourão 02","47","2","2","2.77"
"C. Mourão 02","55","2","2","3.56"
"C. Mourão 02","63","2","2","3.16"
"C. Mourão 02","8","2","2","3.37"
"C. Mourão 02","16","2","2","4.83"
"C. Mourão 02","24","2","2","3.78"
"C. Mourão 02","32","2","2","3.65"
"C. Mourão 02","40","2","2","4.17"
"C. Mourão 02","48","2","2","4.59"
"C. Mourão 02","56","2","2","3.65"
"C. Mourão 02","64","2","2","3.49"
"N. S. das Dores 02","1","1","2","6.4"
"N. S. das Dores 02","2","1","2","6.37"
"N. S. das Dores 02","3","1","2","10.77"
"N. S. das Dores 02","4","1","2","7.1"
"N. S. das Dores 02","5","1","2","8.2"
"N. S. das Dores 02","6","1","2","8.23"
"N. S. das Dores 02","7","1","2","10.23"
"N. S. das Dores 02","8","1","2","9.6"
"N. S. das Dores 02","9","1","2","6.77"
"N. S. das Dores 02","10","1","2","6.73"
"N. S. das Dores 02","11","1","2","11.07"
"N. S. das Dores 02","12","1","2","9.53"
"N. S. das Dores 02","13","1","2","6.63"
"N. S. das Dores 02","14","1","2","7.57"
"N. S. das Dores 02","15","1","2","8.13"
"N. S. das Dores 02","16","1","2","11.6"
"N. S. das Dores 02","17","1","2","3.67"
"N. S. das Dores 02","18","1","2","8.07"
"N. S. das Dores 02","19","1","2","8.43"
"N. S. das Dores 02","20","1","2","6.87"
"N. S. das Dores 02","21","1","2","10.37"
"N. S. das Dores 02","22","1","2","11.73"
"N. S. das Dores 02","23","1","2","12.23"
"N. S. das Dores 02","24","1","2","5.53"
"N. S. das Dores 02","25","1","2","7.1"
"N. S. das Dores 02","26","1","2","9.7"
"N. S. das Dores 02","27","1","2","6.73"
"N. S. das Dores 02","28","1","2","5.87"
"N. S. das Dores 02","29","1","2","9.47"
"N. S. das Dores 02","30","1","2","9.23"
"N. S. das Dores 02","31","1","2","8.73"
"N. S. das Dores 02","32","1","2","8.4"
"N. S. das Dores 02","33","1","2","9.63"
"N. S. das Dores 02","34","1","2","8.1"
"N. S. das Dores 02","35","1","2","9.3"
"N. S. das Dores 02","36","1","2","5.93"
"N. S. das Dores 02","37","1","2","10.07"
"N. S. das Dores 02","38","1","2","11.47"
"N. S. das Dores 02","39","1","2","8.27"
"N. S. das Dores 02","40","1","2","8.37"
"N. S. das Dores 02","41","1","2","8.77"
"N. S. das Dores 02","42","1","2","7.9"
"N. S. das Dores 02","43","1","2","7.6"
"N. S. das Dores 02","44","1","2","8.07"
"N. S. das Dores 02","45","1","2","7.3"
"N. S. das Dores 02","46","1","2","8.5"
"N. S. das Dores 02","47","1","2","7.73"
"N. S. das Dores 02","48","1","2","9.87"
"N. S. das Dores 02","49","1","2","9.7"
"N. S. das Dores 02","50","1","2","9.93"
"N. S. das Dores 02","51","1","2","9.67"
"N. S. das Dores 02","52","1","2","8.47"
"N. S. das Dores 02","53","1","2","10.9"
"N. S. das Dores 02","54","1","2","8.6"
"N. S. das Dores 02","55","1","2","7.6"
"N. S. das Dores 02","56","1","2","7.47"
"N. S. das Dores 02","57","1","2","7.6"
"N. S. das Dores 02","58","1","2","5.6"
"N. S. das Dores 02","59","1","2","6.97"
"N. S. das Dores 02","60","1","2","6.73"
"N. S. das Dores 02","61","1","2","8.87"
"N. S. das Dores 02","62","1","2","8.67"
"N. S. das Dores 02","63","1","2","7.03"
"N. S. das Dores 02","64","1","2","4.37"
"N. S. das Dores 02","1","2","2","4.73"
"N. S. das Dores 02","9","2","2","9.47"
"N. S. das Dores 02","17","2","2","3.63"
"N. S. das Dores 02","25","2","2","4.67"
"N. S. das Dores 02","33","2","2","9.37"
"N. S. das Dores 02","41","2","2","5.7"
"N. S. das Dores 02","49","2","2","11.07"
"N. S. das Dores 02","57","2","2","5.93"
"N. S. das Dores 02","2","2","2","6.6"
"N. S. das Dores 02","10","2","2","7.5"
"N. S. das Dores 02","18","2","2","5.7"
"N. S. das Dores 02","26","2","2","6.43"
"N. S. das Dores 02","34","2","2","9.47"
"N. S. das Dores 02","42","2","2","8.57"
"N. S. das Dores 02","50","2","2","10.57"
"N. S. das Dores 02","58","2","2","4.87"
"N. S. das Dores 02","3","2","2","11.67"
"N. S. das Dores 02","11","2","2","10.17"
"N. S. das Dores 02","19","2","2","6.87"
"N. S. das Dores 02","27","2","2","6.07"
"N. S. das Dores 02","35","2","2","11.4"
"N. S. das Dores 02","43","2","2","6.93"
"N. S. das Dores 02","51","2","2","10.43"
"N. S. das Dores 02","59","2","2","6.27"
"N. S. das Dores 02","4","2","2","6.47"
"N. S. das Dores 02","12","2","2","10.1"
"N. S. das Dores 02","20","2","2","6.37"
"N. S. das Dores 02","28","2","2","8.83"
"N. S. das Dores 02","36","2","2","9.67"
"N. S. das Dores 02","44","2","2","8.7"
"N. S. das Dores 02","52","2","2","8.17"
"N. S. das Dores 02","60","2","2","6.17"
"N. S. das Dores 02","5","2","2","9.3"
"N. S. das Dores 02","13","2","2","7.87"
"N. S. das Dores 02","21","2","2","8.63"
"N. S. das Dores 02","29","2","2","8.83"
"N. S. das Dores 02","37","2","2","7.07"
"N. S. das Dores 02","45","2","2","7.2"
"N. S. das Dores 02","53","2","2","9.97"
"N. S. das Dores 02","61","2","2","7.03"
"N. S. das Dores 02","6","2","2","8.4"
"N. S. das Dores 02","14","2","2","8.07"
"N. S. das Dores 02","22","2","2","12.17"
"N. S. das Dores 02","30","2","2","7.9"
"N. S. das Dores 02","38","2","2","9.93"
"N. S. das Dores 02","46","2","2","9.07"
"N. S. das Dores 02","54","2","2","8.57"
"N. S. das Dores 02","62","2","2","8.47"
"N. S. das Dores 02","7","2","2","9.83"
"N. S. das Dores 02","15","2","2","7.63"
"N. S. das Dores 02","23","2","2","8.97"
"N. S. das Dores 02","31","2","2","8.73"
"N. S. das Dores 02","39","2","2","9.27"
"N. S. das Dores 02","47","2","2","7.9"
"N. S. das Dores 02","55","2","2","7.83"
"N. S. das Dores 02","63","2","2","9.07"
"N. S. das Dores 02","8","2","2","9.47"
"N. S. das Dores 02","16","2","2","13.1"
"N. S. das Dores 02","24","2","2","8.27"
"N. S. das Dores 02","32","2","2","9.4"
"N. S. das Dores 02","40","2","2","9.07"
"N. S. das Dores 02","48","2","2","12.43"
"N. S. das Dores 02","56","2","2","10.33"
"N. S. das Dores 02","64","2","2","7.83"
"N. S. das Dores 02","1","1","1","6.97"
"N. S. das Dores 02","2","1","1","6.1"
"N. S. das Dores 02","3","1","1","8.5"
"N. S. das Dores 02","4","1","1","5.97"
"N. S. das Dores 02","5","1","1","8.5"
"N. S. das Dores 02","6","1","1","7.47"
"N. S. das Dores 02","7","1","1","8.8"
"N. S. das Dores 02","8","1","1","7.67"
"N. S. das Dores 02","9","1","1","8.2"
"N. S. das Dores 02","10","1","1","5.13"
"N. S. das Dores 02","11","1","1","8.73"
"N. S. das Dores 02","12","1","1","10.27"
"N. S. das Dores 02","13","1","1","6.87"
"N. S. das Dores 02","14","1","1","7.57"
"N. S. das Dores 02","15","1","1","7.23"
"N. S. das Dores 02","16","1","1","9.77"
"N. S. das Dores 02","17","1","1","6.1"
"N. S. das Dores 02","18","1","1","5.97"
"N. S. das Dores 02","19","1","1","7.00"
"N. S. das Dores 02","20","1","1","7.23"
"N. S. das Dores 02","21","1","1","7.83"
"N. S. das Dores 02","22","1","1","9.3"
"N. S. das Dores 02","23","1","1","8.83"
"N. S. das Dores 02","24","1","1","6.5"
"N. S. das Dores 02","25","1","1","6.13"
"N. S. das Dores 02","26","1","1","8.97"
"N. S. das Dores 02","27","1","1","6.8"
"N. S. das Dores 02","28","1","1","7.07"
"N. S. das Dores 02","29","1","1","6.97"
"N. S. das Dores 02","30","1","1","7.93"
"N. S. das Dores 02","31","1","1","8.03"
"N. S. das Dores 02","32","1","1","7.9"
"N. S. das Dores 02","33","1","1","8.9"
"N. S. das Dores 02","34","1","1","8.07"
"N. S. das Dores 02","35","1","1","9.5"
"N. S. das Dores 02","36","1","1","6.67"
"N. S. das Dores 02","37","1","1","8.13"
"N. S. das Dores 02","38","1","1","9.00"
"N. S. das Dores 02","39","1","1","8.93"
"N. S. das Dores 02","40","1","1","5.73"
"N. S. das Dores 02","41","1","1","9.2"
"N. S. das Dores 02","42","1","1","8.07"
"N. S. das Dores 02","43","1","1","7.5"
"N. S. das Dores 02","44","1","1","8.9"
"N. S. das Dores 02","45","1","1","7.07"
"N. S. das Dores 02","46","1","1","10.67"
"N. S. das Dores 02","47","1","1","6.3"
"N. S. das Dores 02","48","1","1","9.63"
"N. S. das Dores 02","49","1","1","8.37"
"N. S. das Dores 02","50","1","1","10.17"
"N. S. das Dores 02","51","1","1","9.03"
"N. S. das Dores 02","52","1","1","8.2"
"N. S. das Dores 02","53","1","1","7.73"
"N. S. das Dores 02","54","1","1","8.9"
"N. S. das Dores 02","55","1","1","6.1"
"N. S. das Dores 02","56","1","1","7.17"
"N. S. das Dores 02","57","1","1","5.4"
"N. S. das Dores 02","58","1","1","4.63"
"N. S. das Dores 02","59","1","1","6.97"
"N. S. das Dores 02","60","1","1","4.97"
"N. S. das Dores 02","61","1","1","5.5"
"N. S. das Dores 02","62","1","1","7.07"
"N. S. das Dores 02","63","1","1","5.53"
"N. S. das Dores 02","64","1","1","5.4"
"N. S. das Dores 02","1","2","1","7.1"
"N. S. das Dores 02","9","2","1","6.37"
"N. S. das Dores 02","17","2","1","5.17"
"N. S. das Dores 02","25","2","1","7.6"
